text,label,document_type,domain,source_document,source_section,quality,comment,candidate_id,project_id,original_role_gold,original_sub_role_gold,context_before,context_after,review_priority,label_before_correction,correction_reason
"L’analyse consiste à mesurer le chevauchement entre la méthode focale, les différents contextes focales et le cas de test (target) et en comparer les distributions du nombre de tokens partagés.",methode,raw,to_detect_by_nlp,DT AI-CODE 2024.docx,,good,from role_gold=methode | sub_role= | status=to_review,f13e536e89c4534f,projet_11_,methode,,Ces tokens sont connus comme des ingrédients pour construire le cas de test.,Analyse de la perte de validation : Ils ont entrainé cinq modèles avec un niveau de contexte focale différent chacun.,HIGH,methode,
Nous cherchons à comparer les différentes stratégies de prompt engineering disponibles dans l’état de l’art sur la performance des modèles LLM pré-entrainés.,methode,raw,to_detect_by_nlp,DT AI-CODE 2024.docx,,good,from role_gold=methode | sub_role= | status=to_review,af0b833e85d752ee,projet_11_,methode,,,"La performance est mesurée avec des métriques de qualité de génération de code, qualité de génération de tests unitaires et d’utilisation du test généré.",HIGH,methode,
Performance de la génération de cas de tests unitaires : Les études analysées dans le survey ont été basées sur des bases de données différentes et donc il est difficile de comparer des performances entre les modèles étudiés.,methode,raw,to_detect_by_nlp,DT AI-CODE 2024.docx,,good,from role_gold=methode | sub_role= | status=to_review,513fb700a67ca4f8,projet_11_,methode,,"D’autres auteurs ont comparé les performances des outils classiques comme EvoSuite ou Pynguin et les tests générés par un LLM en considérant l'exactitude, la lisibilité, la couverture du code et la capacité de détection des bogues.",Le tableau suivant peut donner un résumé des résultats trouvés dans les articles.,HIGH,methode,
Pour calculer les « tests smells » ils ont utilisé TsDetect qui permet de calculer 20 types de « tests smells ».,methode,raw,to_detect_by_nlp,DT AI-CODE 2024.docx,,good,from role_gold=methode | sub_role= | status=to_review,e3a0492af357a8d1,projet_11_,methode,,Test correctness : Nombre de tests unitaires qui n’ont pas échoué.,Les métriques de correctness sont calculées sur l’hypothèse de que la méthode à tester est correctement codé et compile sans erreur.,HIGH,methode,
Une analyse de ces premiers tests générés montrait que des tests qui ne compilent pas peuvent être corrigés par des heuristiques : Métriques : Ils ont utilisé JaCoCo pour calculer : Line coverage : Combien de lignes ont été exécutées par un test unitaire par rapport au nombre total de branches .,methode,raw,to_detect_by_nlp,DT AI-CODE 2024.docx,demarche_rd,good,from role_gold=methode | sub_role=action_mesure_analyse | status=auto_corrected,b1afaae85bb7dd12,projet_11_,methode,action_mesure_analyse,Analyse de données et évaluation : Tous les tests ont été générés et ils ont été compilé avec son code de production respectif.,Branch coverage : Combien de branches sont couvertes pas un test par rapport au nombre total de branches .,LOW,methode,
(de l’ordre de 1 à 5 pages) Nous avons approfondi l’état de l’art qui a été réalisé dans le dossier technique 2023.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,5b0bb9652ce3869a,projet_12_,methode,,,Voici les papiers qui ont été identifiés et qui se rapproche de la thématique de AI-GUIDANCE.,HIGH,methode,
"Ceci est réalisé avec un l’exercice simple du « cartpole » qui est souvent utilisé pour tester les algorithmes d’apprentissage Cocaul et al 2024b, la même démarche est réalisée ici mais en considérer un exercice plus complexe ou un algorithme est utilisé pour guider une fusée et limiter les effets de « sloshing » à l’intérieur des fusées Etat de l’art : état des connaissances scientifiques, techniques et/ou technologiques accessibles au début du projet de R&D.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,65a8860e4b09555b,projet_12_,methode,protocole_ou_traitement,"2024a, présente une intégration des fonctions de Lyapunov dans un algorithme d’apprentissage par renforcement permettent d’assurer la sureté/stabilité d’une commande issue d’un algo IA.","Attention, ne pas confondre analyse du marché et état de l’art : dans le premier cas, on parle de produits proposés par un marché apportant une solution toute faite à un problème plus ou moins similaire, dans l’autre, de connaissances scientifiques et techniques permettant de résoudre une difficulté.",LOW,methode,
"Constatant l’insuffisance de littérature scientifique sur le guidage de parachute (même en simulation), nous avons décidé de réaliser des travaux de R&D dans cette direction afin d’étendre le périmètre technique du logiciel SIGMA.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,f53c452bfb5a1a7a,projet_12_,methode,,,"De plus, ces travaux viennent en anticipation d’un projet de guidage de parachute en collaboration avec la DGA pour lequel nous attendons encore la réponse.",HIGH,methode,
"Des recherches que nous avons réalisées, nous n’avons pas trouvé de papiers relatant des essais réels d’une fusée guidé par une fusée.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,eaf774f9ac2307aa,projet_12_,methode,protocole_ou_traitement,,,LOW,methode,
Des tests supplémentaires seraient nécessaires afin d’avoir une vraie mesure du surcout d’apprentissage lié au fait d’avoir un incrément sur la commande.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,1970357f56a5c07c,projet_12_,methode,,Sans incrément l’entrainement durait seulement 24 epoch alors qu’avec incrément il en a fallu 50 pour atteindre une qualité de guidage similaire.,,HIGH,methode,
"En effet, à partir de brique logicielle issue de SIGMA nous avons réalisé en 2024 des travaux de R&D sur le développement d’une plateforme d’entrainement d’IA pour le guidage de véhicule.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,addc7c9bc3a8cc7a,projet_12_,methode,protocole_ou_traitement,Les travaux réalisés en 2023 ont également ouvert la porte à la généralisation du logiciel SIGMA.,,LOW,methode,
"Exposer l’originalité des développements réalisés, les modélisations à titre probatoire, les simulations, les essais, les prototypes recherche.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,6f94544c81eea687,projet_12_,methode,,,Les sous-chapitres suivants sont indicatifs et non obligatoires.,HIGH,methode,
La modélisation informatique du système et de l’environnement va présenter des écarts par rapport au comportement du système réel et de l’environnement.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,demarche_rd,good,from role_gold=methode | sub_role=action_mesure_analyse | status=auto_corrected,3366c19050fe2fb0,projet_12_,methode,action_mesure_analyse,,Il est inenvisageable à ce stade d’imaginer une simulation numérique si performante que nous pourrions la considérer comme “parfaite”.,LOW,methode,
"Le but des travaux dans cette section n'est pas tant de reproduire de manière réaliste le comportement d'un parachute, mais bien d’établir une base technologique permettant de tester et comparer différentes techniques d'apprentissage et fonctions de récompense.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,fec6a61deed20b92,projet_12_,methode,,"De plus, ces travaux viennent en anticipation d’un projet de guidage de parachute en collaboration avec la DGA pour lequel nous attendons encore la réponse.",L'objectif est de déterminer les méthodes les plus adaptées pour entraîner un algorithme capable de guider un parachute dans des conditions de vent aléatoire.,HIGH,methode,
Les travaux réalisés en 2023 ont également ouvert la porte à la généralisation du logiciel SIGMA.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,a62f4254c9842002,projet_12_,methode,,Préparer l’intégration d’un réseau de neurone dans le hardware en ajoutant des contraintes physiques Augmenter les performances de l'algorithme d’apprentissage pour obtenir des résultats plus pertinents et concluants lors de la simulation.,"En effet, à partir de brique logicielle issue de SIGMA nous avons réalisé en 2024 des travaux de R&D sur le développement d’une plateforme d’entrainement d’IA pour le guidage de véhicule.",HIGH,methode,
"L’apprentissage par renforcement est effectué par l’algorithme PPO comme pour le cas des fusées, il s’agît d’un standard à l’état de l’art.",methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,07754b7307f52e97,projet_12_,methode,,"Les tirets gris montrent le centre (la position cible pour l’IA), les tirets rouges montrent les limites du domaine d’entrainement.","Représentation de l’entrainement de l’IA au guidage d’un parachute simple Fort de l’expérience acquise durant l’entrainement d’un algorithme guidant une fusée, les fonctions de récompense que nous utiliserons seront très similaire ici.",HIGH,methode,
L’enjeu dans le domaine des fusées avaient déjà été identifiés en 2023 où l’IA pouvait être utilisée pour calculer rapidement les trajectoires optimales et proposer une loi de commande type qui servira de modèle pour le développement du logiciel.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,a8c90e8abbafa3a0,projet_12_,methode,,L’objectif des travaux de R&D actuels est le développement et la mise en œuvre d’une plateforme d’apprentissage permettent d’entrainer des intelligences artificielles à piloter des véhicules.,L’autre objectif fixé pour l’année 2024 est de généraliser le principe de fonctionnement en adaptant le code pour fonctionner cette fois-ci avec un parachute.,HIGH,methode,
Nous avons effectué 2 approches différentes permettant d’obtenir un algorithme de guidage par IA qui pouvait résister au vent.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,65eea1dff41a0408,projet_12_,methode,,"Si oui, il y a alors un tirage aléatoire sur sa direction, son intensité et sa durée.",Les fonctions de récompenses restent inchangées.,HIGH,methode,
Nous avons ensuite alors réalisé des travaux cherchant à mettre en place une stratégie d’évaluation du réseau de neurones.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,,good,from role_gold=methode | sub_role= | status=to_review,09fdf46053349278,projet_12_,methode,,Nous avons donc un logiciel qui nous permet d’entrainer un algorithme IA à guider un parachute dans un environnement simulé avec ou sans vent.,"En effet, par essence le réseau de neurone ne donne pas exactement une commande ou une poussée directement mais une distribution de probabilité pour ce paramètre.",HIGH,methode,
Évaluation du réseau de neurone à 200 epoch avec un taux de rotation plus élevé La montre le résultat de l’évaluation du réseau de neurone avec un taux de rotation plus élevé.,methode,raw,to_detect_by_nlp,DT_AI-GUIDANCE_2024-FR-v1.docx,demarche_rd,good,from role_gold=methode | sub_role=action_mesure_analyse | status=auto_corrected,4b23edf0bd4eb453,projet_12_,methode,action_mesure_analyse,La question est maintenant d’étudier la réaction du réseau de neurone à cette perturbation.,Ceci permet d’avoir meilleure réactivité face au vent mais la modélisation physique du système n’est plus la même.,LOW,methode,
"Gains principaux de productivité, et dans une certaine mesure en qualité, Aussi pertinent pour CEN Simu La génération de tests fonctionnels : Conception de code permettant les tests fonctionnels automatiques, principalement à partir de la spécification en langage naturelle, Gains principaux sur la qualité des projets et dans une certaine mesure de productivité Technologies choisies : Java (framework Spring et Angular), Junit et Mockito",methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,,good,from role_gold=methode | sub_role= | status=to_review,bb3bf0e52ee8d61c,projet_11_,methode,,"Gains de productivité envisagé, mais l’utilisation de LLM risque d’être superflue, La génération de tests unitaires : Conception des codes de tests unitaires, incluant en particulier les différents bouchons permettant d’isoler correctement les segments couverts.",,HIGH,methode,
"Le but de la génération automatique dans ces uses-cases comprenne : Vérification de « testabilité » : Tout le code n’est pas testable, ils existent des lignes directrices que doivent être suivies pendant que l’on écrit le code : 1) le code devrait utiliser injection de dépendances, 2) Le code doit être modulaire avec des fonctions à usage unique, 3) Appliquer les principes « SOLID », Les méthodes statiques et les variables globales sont évitées, UI et logique sont séparés.",methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,,good,from role_gold=methode | sub_role= | status=to_review,c69ed5b7c918f6d9,projet_11_,methode,,Tests unitaires et LLM’s IA agents https://medium.com/welltested-ai/llm-powered-unit-testing-features-for-flutter-a16e64ab11d3 https://www.commanddash.io/ Ils existent des outils créés pour des entreprises basés sur les LLM’s pour la génération automatique des tests unitaires.,La vérification de testabilité cherche les lacunes de testabilité dans le code et les corrige.,HIGH,methode,
Le projet cherche à explorer l’utilisation de modèles de IA générative (ou LLM’s) pour : La génération de jeux de données pour des tests : Générer les données utilisées pour exécuter les tests et effectuer des tests de charges et corner cases.,methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,,good,from role_gold=methode | sub_role= | status=to_review,fa64fbb48aa279f7,projet_11_,methode,,"Sur l’utilisation de ces modèles pour la génération de tests logiciel les publications récentes pointent sur des verrous ou perspectives de recherche : Obtenir haut niveau de « coverage » pour les testsing, Problème de test oracle, Evaluations rigoureuse, Applications des LLMs dans des applications du monde réel.","Gains de productivité envisagé, mais l’utilisation de LLM risque d’être superflue, La génération de tests unitaires : Conception des codes de tests unitaires, incluant en particulier les différents bouchons permettant d’isoler correctement les segments couverts.",HIGH,methode,
Les benchmarks existants pour la synthèse de code peuvent présenter des limites en termes de quantité et de qualité des scénarios de test utilisés pour évaluer le code généré.,methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,,good,from role_gold=verrou | sub_role= | status=to_review,8bae1cce78a2a22e,projet_11_,verrou,,Evaluate the resulting generated code from LLM Le code généré par les grands modèles de langage (LLM) pour la synthèse de programmes doit être évalué pour son exactitude fonctionnelle.,"Pour y remédier, plusieurs approches ont été proposées.",HIGH,vrai_verrou_rd,relabel: method/protocol/approach passage without clear uncertainty wording
"Les protocoles doivent être strictes afin d’être facilement reproductible avec des variations négligeables, mais pas nécessairement totalement automatiques (peux y avoir une interaction humaine).",methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,964b7ffa03e3e78c,projet_11_,methode,protocole_ou_traitement,"A chaque itération, nous devons évaluer la qualité des tests unitaires.",Critères d’évaluation qualitative par l’humain.,LOW,methode,
Objectif : Définir un protocole d’utilisation des LLM pour la génération de test unitaires.,methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,b72375f011e730f1,projet_11_,methode,protocole_ou_traitement,,Se baser de ceux de l’état de l’art puis itérer et définir un protocole utilisable par des développeurs.,LOW,methode,
Se baser de ceux de l’état de l’art puis itérer et définir un protocole utilisable par des développeurs.,methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,f43a84352996d263,projet_11_,methode,protocole_ou_traitement,Objectif : Définir un protocole d’utilisation des LLM pour la génération de test unitaires.,"A chaque itération, nous devons évaluer la qualité des tests unitaires.",LOW,methode,
"Si possible, nous souhaitons réussir à en déduire des critères pour comparer différents LLM.",methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,,good,from role_gold=methode | sub_role= | status=to_review,79c86fb9c298cbb2,projet_11_,methode,,On souhaite appliquer les méthodes qu’ils utilisent afin de voir si l’on obtiendra bien les mêmes résultats.,,HIGH,methode,
Une étude possible pour comparer les protocoles est de demander à des développeurs de la DF d’effectuer une étude qualitative.,methode,raw,to_detect_by_nlp,Demarche Experimentale.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,4080b1fbd4703110,projet_11_,methode,protocole_ou_traitement,Critères d’évaluation qualitative par l’humain.,On souhaite appliquer les méthodes qu’ils utilisent afin de voir si l’on obtiendra bien les mêmes résultats.,LOW,methode,
Configuration des prompts pour toutes les méthodes à tester selon la stratégie choisie.,methode,raw,to_detect_by_nlp,Document supplémentaires .msg,,good,from role_gold=methode | sub_role= | status=to_review,d808601caa3b54e7,projet_11_,methode,,Identification des méthodes testables du tout le projet selon certains critères.,Structure du prototype Génération de tests Charger le modèle et tokenizer choisis depuis HF.,HIGH,methode,
Génération de tests unitaires avec le LLM pour toutes les méthodes à tester en utilisant les prompts configurés.,methode,raw,to_detect_by_nlp,Document supplémentaires .msg,,good,from role_gold=methode | sub_role= | status=to_review,1068dc9c5746ff81,projet_11_,methode,,Filtrer les prompts qui ne dépassent pas la limite de contexte.,Stockage sur une BDD.,HIGH,methode,
"[EMAIL | 2025-05-28 10:32 | De: daniel.paredes@scalian.com | Objet: Document supplémentaires ] Bonjour, Je vous envoie en pièce jointe des documents « brouillon » pour donner plus d’éléments des travaux réalisés.",methode,raw,to_detect_by_nlp,Document supplémentaires .msg,,good,from role_gold=methode | sub_role= | status=to_review,a42d8b8083c43c8f,projet_11_,methode,,,Pièces jointes : * Présentation_AI_CODE : Présentation en interne des résultats et démarche * Résultats métriques : Métriques identifiés dans l’état de l’art * LLM for Unit test generation : Syntheses de la demarche expérimentale * Démarche Expérimentale : Description des expérimentations * Benchmark LLM : Résultats des expérimentations,HIGH,methode,
[SLIDE 2 : AI-CODE / AI-EVAL] Contexte Projet R&D exploratoire pour mesurer les capacités des LLMs combiné aux stratégies de prompting récents pour générer des tests unitaires.,methode,raw,to_detect_by_nlp,Document supplémentaires .msg,,good,from role_gold=methode | sub_role= | status=to_review,2e0560d840c28b5b,projet_11_,methode,,,Use-Case : Java / JUnit Contraintes Données sensibles Ressources de calcul limitées,HIGH,methode,
"A ce titre, il est sollicité régulièrement par les équipes pour les conseiller et les accompagner tout au long de leurs projets de recherche, en réfléchissant aux protocoles de recherche qu’ils souhaitent mettre en œuvre, en expertisant leurs saisines pour obtention de l’autorisation délivrée par le MESRI, nécessaire à la réalisation du projet, puis, sur le terrain, en réalisant avec eux les tutorats qui leur permettent d’exercer et de réaliser les gestes de techniques chirurgicales vétérinaires au sein de l’Etablissement.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,9e820a2ad8ac1c95,projet_3_,methode,protocole_ou_traitement,Chacune de ses interventions donne lieu à un compte-rendu détaillé et référencé.,Cet exercice de vétérinaire consultant extérieur représente l’essentiel de son activité de vétérinaire au quotidien.,LOW,methode,
"Afin d’affiner l’évaluation, un prélèvement sanguin est effectué uniquement au début du test (T0) pour la mesure de l’insulinémie.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,d84c644a6ba63ac1,projet_3_,methode,protocole_ou_traitement,"Ensuite, au moyen d’un glucomètre, la glycémie est mesurée à 0, 15, 30, 60, 90 et 120 min après administration du glucose à 2 g/l.","En effet, grâce aux mesures de la glycémie et de l’insulinémie à T0, nous pouvons ensuite appliquer la formule suivante pour mesurer l’insulino-résistance :",LOW,methode,
"Ainsi, Franck BARON accompagne Pelvipharm dans la conception et la réalisation de protocoles expérimentaux de recherche pré-clinique, notamment lors de la mise au point de nouveaux modèle expérimentaux.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,a0236a99239e18f0,projet_3_,methode,protocole_ou_traitement,"Aujourd’hui, pour des raisons de facilité de facturation, c’est la société Vet4Science qui facture les interventions de Franck BARON auprès de la société Pelvipharm.",Son expérience vétérinaire et chirurgicale lui permet de les accompagner au mieux dans leurs travaux.,LOW,methode,
"Dans le cadre de ce projet, Vet4Science est intervenu en accompagnant l’équipe de Pelvipharm dans l’exploration du SOPK chez des rats GK, plus particulièrement en menant la réflexion sur le raffinement de leurs protocoles expérimentaux, afin de correspondre aux exigences techniques, scientifiques et règlementaires.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,6186550c0530e223,projet_3_,methode,protocole_ou_traitement,,"Vet4Science a notamment permis de délimiter les prélèvements des tissus adipeux, ainsi que de limiter la durée du jeûne à cinq heures pour le test de tolérance au glucose, afin de respecter la loi des 3R dans l’expérimentation animale (remplacement, réduction et raffinement).",LOW,methode,
"En effet, grâce aux mesures de la glycémie et de l’insulinémie à T0, nous pouvons ensuite appliquer la formule suivante pour mesurer l’insulino-résistance :",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,,good,from role_gold=methode | sub_role= | status=to_review,b9c1bdd3c4d561c1,projet_3_,methode,,"Afin d’affiner l’évaluation, un prélèvement sanguin est effectué uniquement au début du test (T0) pour la mesure de l’insulinémie.",,HIGH,methode,
"En résumé, nous avons défini le protocole d’expérimentation comme décrit dans la .",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,4aa2b74b86c5efd6,projet_3_,methode,protocole_ou_traitement,,"Ainsi, sur dix femelles GK âgées entre 19 et 21 mois, nous avons évalué le cycle hormonal au moyen de frottis vaginaux quotidiens pendant au moins deux semaines.",LOW,methode,
"Enfin, le profil lipidique reflétera l’impact cardio-vasculaire chez les animaux malades Prélèvement des fluides péritonéaux : ce fluide nous permettra d’analyser les marqueurs inflammatoires, l’évaluation des mécanismes du SOPK et leur potentielle amélioration par un traitement (composition du liquide, accumulation de médiateurs biologiques) Prélèvement des ovaires : une étude histologique des ovaires sera nécessaire pour observer les modifications folliculaires chez les animaux atteints de SOPK Prélèvement des tissus adipeux : les rats GK sont diabétiques mais non obèses.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,820d93f63a607ab9,projet_3_,methode,protocole_ou_traitement,Le taux d’AMH renseignera sur le potentiel d’utilisation de ce biomarqueur dans le SOPK.,"Cependant, la présence de tissus adipeux autour des viscères a été décrite chez ces animaux à partir de l’âge de trois mois.",LOW,methode,
Il mesure ainsi la capacité de l’organisme à contrôler la glycémie suite à l’administration d’une quantité définie de glucose.,methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,,good,from role_gold=methode | sub_role= | status=to_review,938888f8ff1b0b00,projet_3_,methode,,Le test de tolérance au glucose permet d’évaluer la régulation du métabolisme du glucose et la résistance à l’insuline.,Deux techniques sont couramment utilisées dans la littérature pour tester la tolérance au glucose : l’OGTT (Oral Glucose Tolerance Test) et l’IPGTT (Intraperitoneal Glucose Tolerance Test).,HIGH,methode,
"Les modèles actuels souffrent d’une variabilité importante due aux différences génétiques, aux protocoles expérimentaux et aux conditions environnementales.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,915e3ddc822c973a,projet_3_,methode,protocole_ou_traitement,"Par ailleurs, la réponse aux androgènes peut considérablement varier entre les individus, rendant difficile la standardisation des modèles.","En effet, il n’existe pas de modèle standardisé pour étudier le SOPK.",LOW,methode,
"Les résultats sur les deux autres critères ne sont pas encore disponibles (hyperandrogénie et dystrophie ovarienne) Les animaux avaient un désordre métabolique : intolérance au glucose et profil lipidique perturbé De plus, nous avons pu valider les différents protocoles d’investigation mis en œuvre, dont la réalisation de l’OGTT avec seulement cinq heures de mise à jeun.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,aca11297976478a5,projet_3_,methode,protocole_ou_traitement,"Figure : Résultats obtenus (violet : rat GK, pointillés : rats sains) Ces premiers résultats nous ont permis de conclure que : Les rates GK présentaient au moins un des trois critères de Rotterdam pour le SOPK : allongement et irrégularité ou arrêt du cycle œstral.",D’autres analyses sont en cours pour compléter ces observations et pourront permettre de conclure si les rats GK au sein de l’animalerie de Pelvipharm développent aussi un SOPK spontané comme décrit dans la littérature.,LOW,methode,
"Nous avons également défini un protocole expérimental pour le développement d’un modèle de rats SOPK induit par une supplémentation en létrozole, en mesurant mûrement chaque aspect du design (méthode d’induction, âge d’induction, durée d’induction, composé de référence, sélection de critères d’évaluation expérimentaux pertinents), afin d’en favoriser le succès.",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,b477c0dd92650f71,projet_3_,methode,protocole_ou_traitement,"De plus, ces rates ont une intolérance au glucose et un profil lipidique perturbé, suggérant un trouble métabolique accompagnant le SOPK.",Il reste à présent à le mettre en application.,LOW,methode,
"Vet4Science a notamment permis de délimiter les prélèvements des tissus adipeux, ainsi que de limiter la durée du jeûne à cinq heures pour le test de tolérance au glucose, afin de respecter la loi des 3R dans l’expérimentation animale (remplacement, réduction et raffinement).",methode,raw,to_detect_by_nlp,Dossier agrément_Vet4Science_2025-03-18.docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,d70ae997c413f605,projet_3_,methode,protocole_ou_traitement,"Dans le cadre de ce projet, Vet4Science est intervenu en accompagnant l’équipe de Pelvipharm dans l’exploration du SOPK chez des rats GK, plus particulièrement en menant la réflexion sur le raffinement de leurs protocoles expérimentaux, afin de correspondre aux exigences techniques, scientifiques et règlementaires.","Nous sommes également intervenus dans la réflexion sur le développement du modèle de rats SOPK par supplémentation au létrozole, notamment en analysant et en conseillant Pelvipharm sur le système reproducteur des rongeurs : Compréhension du cycle reproducteur de la rate, en alertant sur les différences entre les rongeurs et l’homme (durée et différents stades des cycles, système hormonal) Connaissance anatomique des rats : avec un utérus en duplex et polyovulant (plusieurs portées par gestation) Nous avons également mené ensemble la réflexion sur l’âge d’initiation adéquat du traitement au létrozole, en analysant les avantages de commencer le traitement à la prépuberté chez le rat plutôt qu’",LOW,methode,
Essais via accéléromètre et microphone : Nous utilisons le système de logiciel de mesure Seolane de Dynae pour les essais sur les bruits de structure et les bruits aériens.,methode,raw,to_detect_by_nlp,Essais accoustiques avec aspiration déportée - TGM100_ Rev0 _ FR.pdf,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,4f2db023f767bd32,projet_7_,methode,protocole_ou_traitement,,"Le capteur pour le bruit de structure est un accéléromètre Bruel & Kjaer de type 4534- B-001 ou un accéléromètre PCB de type 356A15, un analyseur OROS de type OR34 et un microphone Bruel & Kjaer de type 4189.",LOW,methode,
"Après un travail de développement conséquent, nous avons adapté nos protocoles de fabrication et maitrisé les paramètres influençant la qualité de dos savons pour réussir avec succès la transposition à grande échelle.",methode,raw,to_detect_by_nlp,FB Product_DT 2024 (client).docx,demarche_rd,good,from role_gold=methode | sub_role=protocole_ou_traitement | status=auto_corrected,0c6a0e545cd62f36,projet_2_,methode,protocole_ou_traitement,"La formulation S5, quant à elle, a démontré qu’elle était capable d'inactiver 100% de SARS-CoV2 en 30 secondes, selon le protocole de la norme NF ISO 14476+A2.",Les fabrication industrielles obtenues étaient toutes conformes à nos critères.,LOW,methode,
"De manière associée, nous avons pu appliquer à ses fabrications des contrôles microbiologiques, notamment par la méthode d’ATP métrie développée en interne dans le cadre de ce projet en 2022-2023.",methode,raw,to_detect_by_nlp,FB Product_DT 2024 (client).docx,,good,from role_gold=methode | sub_role= | status=to_review,d6608d001ed3d912,projet_2_,methode,,Les fabrication industrielles obtenues étaient toutes conformes à nos critères.,Les résultats furent cohérents et très satisfaisants.,HIGH,methode,
"Des produits comme Enzymex P ou Alkapharm sont disponibles sur le marché., Cette méthode permet de limiter les erreurs, d’éviter les surdosages, et de sécuriser le personnel en supprimant la manipulation de produits concentrés.",methode,raw,to_detect_by_nlp,FB Product_DT 2024 (client).docx,,good,from role_gold=verrou | sub_role= | status=to_review,44fd9c8e8bd2124b,projet_2_,verrou,,Il suffit d’introduire la dosette dans un bac d’eau pour obtenir une solution prête à l’emploi.,"Néanmoins, elle reste dépendante d’une source d’eau pour l’activation et peut manquer de flexibilité selon les volumes à traiter.",HIGH,vrai_verrou_rd,relabel: method/protocol/approach passage without clear uncertainty wording
